user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
2406,32,3,13746.75,4,4,3,443,Loyal
2407,104,3,17554.4,2,4,3,243,Loyal
2409,134,1,228.8,1,2,1,121,At Risk
2411,102,1,3798.0,2,2,2,222,At Risk
2413,45,2,11610.2,4,3,3,433,Potential Loyalist
2415,26,2,11656.6,4,3,3,433,Potential Loyalist
2416,2,1,46229.85,5,2,4,524,Potential Loyalist
2417,153,1,5684.8,1,2,2,122,At Risk
2418,62,5,10530.9,3,5,3,353,Loyal
2420,164,1,69454.0,1,2,4,124,At Risk
2421,25,2,18840.4,4,3,3,433,Potential Loyalist
2422,67,1,14380.8,3,2,3,323,Others
2426,135,1,13403.7,1,2,3,123,At Risk
2427,47,1,532.8,4,2,1,421,Potential Loyalist
2428,1,2,10129.8,5,3,3,533,Potential Loyalist
2429,179,1,40535.55,1,2,4,124,At Risk
2430,50,1,970.7,3,2,1,321,Others
2431,110,1,24718.05,1,2,4,124,At Risk
2432,86,1,674.1,3,2,1,321,Others
2436,53,4,16260.95,3,5,3,353,Loyal
2437,123,2,3097.4,1,3,1,131,At Risk
2439,14,1,2993.6,5,2,1,521,Potential Loyalist
2440,104,1,7641.0,2,2,2,222,At Risk
2442,87,2,193527.3,2,3,5,235,At Risk
2443,12,1,5283.0,5,2,2,522,Potential Loyalist
2444,48,2,7526.3,4,3,2,432,Potential Loyalist
2445,7,5,198010.74999999997,5,5,5,555,Champions
2446,141,1,1598.4,1,2,1,121,At Risk
2447,105,2,7829.25,2,3,2,232,At Risk
2449,42,1,1140.7,4,2,1,421,Potential Loyalist
2453,61,7,92600.25,3,5,5,355,Loyal
2454,27,3,189409.59999999998,4,4,5,445,Loyal
2455,91,1,1400.8,2,2,1,221,At Risk
2456,1,2,5714.0,5,3,2,532,Potential Loyalist
2457,111,3,14287.3,1,4,3,143,Loyal
2458,30,3,191971.25,4,4,5,445,Loyal
2460,98,1,5506.0,2,2,2,222,At Risk
2461,85,2,5897.6,3,3,2,332,Others
2462,125,2,70006.15,1,3,4,134,At Risk
2465,115,1,6163.2,1,2,2,122,At Risk
2466,155,1,4970.7,1,2,2,122,At Risk
2467,13,2,5720.700000000001,5,3,2,532,Potential Loyalist
2468,4,2,9225.3,5,3,2,532,Potential Loyalist
2469,10,2,12363.400000000001,5,3,3,533,Potential Loyalist
2470,51,4,15352.5,3,5,3,353,Loyal
2471,139,1,15080.0,1,2,3,123,At Risk
2472,91,5,256885.2,2,5,5,255,Loyal
2473,161,1,1195.95,1,2,1,121,At Risk
2474,74,3,85097.9,3,4,5,345,Loyal
2477,64,2,5877.25,3,3,2,332,Others
2480,106,1,8404.8,2,2,2,222,At Risk
2481,12,4,6176.75,5,5,2,552,Loyal
2482,2,1,674.1,5,2,1,521,Potential Loyalist
2483,109,1,8175.3,1,2,2,122,At Risk
2485,136,1,1140.8,1,2,1,121,At Risk
2486,56,5,34795.1,3,5,4,354,Loyal
2488,130,1,7689.0,1,2,2,122,At Risk
2489,125,1,2100.0,1,2,1,121,At Risk
2490,106,3,280819.8,2,4,5,245,Loyal
2491,17,1,11301.6,5,2,3,523,Potential Loyalist
2493,125,1,1463.7,1,2,1,121,At Risk
2495,106,1,732.8,2,2,1,221,At Risk
2496,27,4,17648.05,4,5,3,453,Loyal
2498,176,1,15271.2,1,2,3,123,At Risk
2499,106,1,2005.2,2,2,1,221,At Risk
2500,6,1,8874.9,5,2,2,522,Potential Loyalist
2502,19,1,4129.6,5,2,2,522,Potential Loyalist
2504,15,8,305779.7,5,5,5,555,Champions
2505,81,2,18339.5,3,3,3,333,Others
2506,145,1,2736.95,1,2,1,121,At Risk
2507,14,5,22134.4,5,5,3,553,Loyal
2508,59,1,484.8,3,2,1,321,Others
2509,107,1,38906.3,2,2,4,224,At Risk
2512,79,1,8103.6,3,2,2,322,Others
2513,126,2,12878.65,1,3,3,133,At Risk
2516,171,1,766.0,1,2,1,121,At Risk
2517,163,1,7128.0,1,2,2,122,At Risk
2518,164,2,117153.75,1,3,5,135,At Risk
2519,76,2,11437.8,3,3,3,333,Others
2521,11,1,2508.0,5,2,1,521,Potential Loyalist
2522,104,1,9230.4,2,2,2,222,At Risk
2523,34,4,42955.6,4,5,4,454,Loyal
2524,104,1,7594.0,2,2,2,222,At Risk
2526,176,1,7089.85,1,2,2,122,At Risk
2527,24,3,56385.4,4,4,4,444,Loyal
2528,119,1,9733.5,1,2,2,122,At Risk
2530,11,4,312173.9,5,5,5,555,Champions
2531,104,1,182039.4,2,2,5,225,At Risk
2532,32,3,13485.8,4,4,3,443,Loyal
2533,74,1,702.05,3,2,1,321,Others
2534,57,2,6415.85,3,3,2,332,Others
2535,129,1,10177.35,1,2,3,123,At Risk
2536,107,1,2786.4,2,2,1,221,At Risk
2539,31,1,2675.2,4,2,1,421,Potential Loyalist
2540,135,1,998.4,1,2,1,121,At Risk
2542,6,5,22155.7,5,5,3,553,Loyal
2543,55,1,8372.5,3,2,2,322,Others
2544,22,6,236522.59999999998,5,5,5,555,Champions
2551,23,1,9219.2,4,2,2,422,Potential Loyalist
2552,10,2,9579.800000000001,5,3,2,532,Potential Loyalist
2553,93,3,18865.6,2,4,3,243,Loyal
2554,19,3,26214.9,5,4,4,544,Loyal
2555,25,4,84305.85,4,5,5,455,Loyal
2557,8,3,66322.6,5,4,4,544,Loyal
2558,155,1,12434.4,1,2,3,123,At Risk
2559,135,1,64376.0,1,2,4,124,At Risk
2560,77,5,178598.55000000002,3,5,5,355,Loyal
2561,76,7,67104.75,3,5,4,354,Loyal
2563,104,2,10755.1,2,3,3,233,At Risk
2564,58,2,7376.85,3,3,2,332,Others
2566,17,4,273110.3,5,5,5,555,Champions
2570,68,2,24018.35,3,3,4,334,Others
2572,124,2,34298.399999999994,1,3,4,134,At Risk
2574,61,8,19676.05,3,5,3,353,Loyal
2576,42,2,7999.95,4,3,2,432,Potential Loyalist
2577,2,2,12987.15,5,3,3,533,Potential Loyalist
2578,87,2,124988.29999999999,2,3,5,235,At Risk
2579,104,2,2941.1,2,3,1,231,At Risk
2581,34,3,19136.75,4,4,3,443,Loyal
2583,34,2,128860.2,4,3,5,435,Potential Loyalist
2584,15,6,14782.65,5,5,3,553,Loyal
2585,107,1,5489.6,2,2,2,222,At Risk
2587,103,1,67589.1,2,2,4,224,At Risk
2588,103,1,1612.8,2,2,1,221,At Risk
2589,17,4,38831.0,5,5,4,554,Champions
2590,38,1,4617.0,4,2,2,422,Potential Loyalist
2591,104,2,65080.2,2,3,4,234,At Risk
2592,12,1,74441.3,5,2,4,524,Potential Loyalist
2595,158,1,338.2,1,2,1,121,At Risk
2598,105,1,10176.3,2,2,3,223,At Risk
2599,4,3,78572.0,5,4,5,545,Champions
2602,88,2,41005.05,2,3,4,234,At Risk
2603,118,2,27037.8,1,3,4,134,At Risk
2604,129,1,424.0,1,2,1,121,At Risk
2607,1,6,32037.65,5,5,4,554,Champions
2608,39,2,14477.8,4,3,3,433,Potential Loyalist
2609,3,2,11951.4,5,3,3,533,Potential Loyalist
2612,26,2,12885.7,4,3,3,433,Potential Loyalist
2613,2,3,24706.65,5,4,4,544,Loyal
2615,32,1,20346.15,4,2,3,423,Potential Loyalist
2616,6,2,41590.5,5,3,4,534,Potential Loyalist
2618,40,2,6995.700000000001,4,3,2,432,Potential Loyalist
2619,32,1,6278.0,4,2,2,422,Potential Loyalist
2620,106,1,766.0,2,2,1,221,At Risk
2621,70,1,1152.0,3,2,1,321,Others
2622,64,4,73286.9,3,5,4,354,Loyal
2623,65,1,12188.5,3,2,3,323,Others
2624,62,1,2154.6,3,2,1,321,Others
2625,25,5,28707.35,4,5,4,454,Loyal
2627,41,5,15184.25,4,5,3,453,Loyal
2628,15,2,262144.9,5,3,5,535,Potential Loyalist
2630,122,1,2219.2,1,2,1,121,At Risk
2632,5,1,1190.0,5,2,1,521,Potential Loyalist
2634,9,4,11151.05,5,5,3,553,Loyal
2636,14,5,201406.55,5,5,5,555,Champions
2641,8,3,201678.9,5,4,5,545,Champions
2642,129,1,11547.0,1,2,3,123,At Risk
2645,60,1,65981.3,3,2,4,324,Others
2647,16,2,7160.0,5,3,2,532,Potential Loyalist
2648,97,2,12266.4,2,3,3,233,At Risk
2649,17,1,2325.6,5,2,1,521,Potential Loyalist
2650,111,2,4287.45,1,3,2,132,At Risk
2651,44,8,219437.1,4,5,5,455,Loyal
2652,49,2,37566.9,4,3,4,434,Potential Loyalist
2653,48,2,53020.8,4,3,4,434,Potential Loyalist
2654,129,1,4136.1,1,2,2,122,At Risk
2655,167,1,1772.25,1,2,1,121,At Risk
2657,110,1,106896.6,1,2,5,125,At Risk
2658,47,2,225998.09999999998,4,3,5,435,Potential Loyalist
2659,107,2,18527.4,2,3,3,233,At Risk
2660,1,5,29448.050000000003,5,5,4,554,Champions
2661,109,1,1232.5,1,2,1,121,At Risk
2663,4,6,21010.8,5,5,3,553,Loyal
2664,42,2,22740.3,4,3,3,433,Potential Loyalist
2666,114,1,2119.5,1,2,1,121,At Risk
2667,28,9,151114.3,4,5,5,455,Loyal
2668,121,1,4788.0,1,2,2,122,At Risk
2669,126,1,1483.2,1,2,1,121,At Risk
2671,57,2,18619.800000000003,3,3,3,333,Others
2674,127,1,4006.8,1,2,2,122,At Risk
2675,10,3,2715.65,5,4,1,541,Loyal
2676,147,1,15791.3,1,2,3,123,At Risk
2677,55,1,1472.2,3,2,1,321,Others
2678,67,2,6428.3,3,3,2,332,Others
2679,24,1,214282.8,4,2,5,425,Potential Loyalist
2680,6,4,17306.6,5,5,3,553,Loyal
2681,113,1,2424.2,1,2,1,121,At Risk
2682,2,1,2100.45,5,2,1,521,Potential Loyalist
2683,29,1,5283.0,4,2,2,422,Potential Loyalist
2684,66,2,5817.599999999999,3,3,2,332,Others
2685,35,4,262860.7,4,5,5,455,Loyal
2686,172,2,159559.8,1,3,5,135,At Risk
2689,103,1,2918.4,2,2,1,221,At Risk
2691,107,1,19038.6,2,2,3,223,At Risk
2692,31,4,14184.699999999999,4,5,3,453,Loyal
2693,83,3,149796.2,3,4,5,345,Loyal
2696,61,3,317078.1,3,4,5,345,Loyal
2698,158,1,1070.15,1,2,1,121,At Risk
2700,151,1,33360.0,1,2,4,124,At Risk
2701,3,3,15661.3,5,4,3,543,Loyal
2703,12,1,247032.3,5,2,5,525,Potential Loyalist
2704,41,3,88992.7,4,4,5,445,Loyal
2705,42,3,92782.04999999999,4,4,5,445,Loyal
2706,3,2,23465.7,5,3,4,534,Potential Loyalist
2707,138,1,11688.0,1,2,3,123,At Risk
2708,88,1,5627.2,2,2,2,222,At Risk
2709,59,1,84482.0,3,2,5,325,Others
2710,16,8,262244.55000000005,5,5,5,555,Champions
2711,62,3,38996.7,3,4,4,344,Loyal
2712,128,1,4762.8,1,2,2,122,At Risk
2713,111,1,7326.4,1,2,2,122,At Risk
2714,144,1,2281.6,1,2,1,121,At Risk
2715,103,1,8778.8,2,2,2,222,At Risk
2717,66,1,3206.2,3,2,1,321,Others
2718,48,4,13280.55,4,5,3,453,Loyal
2719,148,2,3027.95,1,3,1,131,At Risk
2721,79,2,11004.15,3,3,3,333,Others
2722,24,2,2724.8,4,3,1,431,Potential Loyalist
2723,103,1,910.1,2,2,1,221,At Risk
2724,178,1,2568.0,1,2,1,121,At Risk
2725,46,2,4806.799999999999,4,3,2,432,Potential Loyalist
2729,72,3,9541.0,3,4,2,342,Loyal
2730,57,6,217233.3,3,5,5,355,Loyal
2731,109,2,149240.45,1,3,5,135,At Risk
2732,180,1,2767.5,1,2,1,121,At Risk
2733,176,1,119156.4,1,2,5,125,At Risk
2735,48,4,10544.4,4,5,3,453,Loyal
2736,57,1,12755.1,3,2,3,323,Others
2738,32,3,238516.25,4,4,5,445,Loyal
2740,117,1,8743.8,1,2,2,122,At Risk
2741,134,3,12561.4,1,4,3,143,Loyal
2745,24,7,483163.85000000003,4,5,5,455,Loyal
2747,167,1,18616.8,1,2,3,123,At Risk
2748,90,1,15587.2,2,2,3,223,At Risk
2750,164,1,2709.4,1,2,1,121,At Risk
2751,104,4,17603.5,2,5,3,253,Loyal
2752,10,2,7486.4,5,3,2,532,Potential Loyalist
2753,39,2,54760.4,4,3,4,434,Potential Loyalist
2754,143,1,2113.2,1,2,1,121,At Risk
2755,54,4,37617.2,3,5,4,354,Loyal
2756,103,2,11498.95,2,3,3,233,At Risk
2757,22,3,28140.8,5,4,4,544,Loyal
2759,105,1,739.8,2,2,1,221,At Risk
2763,80,1,6782.05,3,2,2,322,Others
2766,11,5,49537.450000000004,5,5,4,554,Champions
2770,22,1,12909.8,5,2,3,523,Potential Loyalist
2771,105,1,5703.2,2,2,2,222,At Risk
2773,100,3,56000.3,2,4,4,244,Loyal
2776,56,3,22721.399999999998,3,4,3,343,Loyal
2777,2,4,33081.8,5,5,4,554,Champions
2778,77,2,17662.7,3,3,3,333,Others
2779,25,4,41429.0,4,5,4,454,Loyal
2780,151,1,1343.7,1,2,1,121,At Risk
2781,39,2,28817.5,4,3,4,434,Potential Loyalist
2782,111,1,1838.0,1,2,1,121,At Risk
2783,32,2,30005.35,4,3,4,434,Potential Loyalist
2784,104,1,2598.0,2,2,1,221,At Risk
2785,63,1,20962.0,3,2,3,323,Others
2786,176,1,1433.1,1,2,1,121,At Risk
2787,40,2,164475.0,4,3,5,435,Potential Loyalist
2790,46,1,3609.0,4,2,1,421,Potential Loyalist
2791,122,2,8761.4,1,3,2,132,At Risk
2792,19,2,5909.0,5,3,2,532,Potential Loyalist
2794,106,1,14823.0,2,2,3,223,At Risk
2795,64,1,5530.0,3,2,2,322,Others
2796,47,1,40649.55,4,2,4,424,Potential Loyalist
2797,142,1,2511.0,1,2,1,121,At Risk
2798,102,3,20744.199999999997,2,4,3,243,Loyal
2799,107,1,18134.0,2,2,3,223,At Risk
2800,68,1,4358.6,3,2,2,322,Others
2801,2,2,39708.0,5,3,4,534,Potential Loyalist
2802,134,1,2348.0,1,2,1,121,At Risk
2806,67,1,2284.0,3,2,1,321,Others
2808,169,1,9847.0,1,2,2,122,At Risk
2809,121,1,10324.6,1,2,3,123,At Risk
2810,2,3,133842.6,5,4,5,545,Champions
2812,17,4,26613.1,5,5,4,554,Champions
2813,59,4,15982.2,3,5,3,353,Loyal
2814,102,1,991.8,2,2,1,221,At Risk
2815,134,2,5233.0,1,3,2,132,At Risk
2816,36,3,94426.5,4,4,5,445,Loyal
2817,104,1,1314.8,2,2,1,221,At Risk
2818,30,1,4104.0,4,2,2,422,Potential Loyalist
2821,110,5,291661.15,1,5,5,155,Loyal
2822,1,1,121359.6,5,2,5,525,Potential Loyalist
2823,7,1,10864.8,5,2,3,523,Potential Loyalist
2825,27,1,6849.5,4,2,2,422,Potential Loyalist
2826,9,4,28093.35,5,5,4,554,Champions
2827,76,1,14014.4,3,2,3,323,Others
2828,163,1,4937.4,1,2,2,122,At Risk
2829,20,2,21185.699999999997,5,3,3,533,Potential Loyalist
2831,51,2,257785.7,3,3,5,335,Others
2832,54,5,113500.2,3,5,5,355,Loyal
2833,29,2,102898.7,4,3,5,435,Potential Loyalist
2834,56,2,258215.4,3,3,5,335,Others
2835,113,1,4091.9,1,2,2,122,At Risk
2837,13,6,16821.7,5,5,3,553,Loyal
2838,83,5,207669.80000000002,3,5,5,355,Loyal
2840,20,5,13917.85,5,5,3,553,Loyal
2843,83,3,48657.6,3,4,4,344,Loyal
2844,102,2,57214.600000000006,2,3,4,234,At Risk
2845,70,2,17843.2,3,3,3,333,Others
2847,151,1,2148.0,1,2,1,121,At Risk
2848,17,3,6572.1,5,4,2,542,Loyal
2849,61,1,4420.8,3,2,2,322,Others
2850,68,2,22894.9,3,3,3,333,Others
2851,14,7,51474.7,5,5,4,554,Champions
2853,151,1,3174.9,1,2,1,121,At Risk
2854,5,3,17196.5,5,4,3,543,Loyal
2857,174,1,3705.0,1,2,2,122,At Risk
2859,10,2,14023.05,5,3,3,533,Potential Loyalist
2861,23,2,7894.45,4,3,2,432,Potential Loyalist
2864,14,3,88116.9,5,4,5,545,Champions
2865,104,1,8706.75,2,2,2,222,At Risk
2866,84,1,7895.65,3,2,2,322,Others
2868,102,3,19000.3,2,4,3,243,Loyal
2869,68,1,152893.0,3,2,5,325,Others
2870,115,1,5849.7,1,2,2,122,At Risk
2871,176,1,5027.4,1,2,2,122,At Risk
2872,6,1,4274.0,5,2,2,522,Potential Loyalist
2873,23,7,299025.5,4,5,5,455,Loyal
2874,66,2,3299.55,3,3,1,331,Others
2875,166,1,4456.8,1,2,2,122,At Risk
2876,1,2,56189.6,5,3,4,534,Potential Loyalist
2877,162,2,6819.4,1,3,2,132,At Risk
2881,7,3,35311.1,5,4,4,544,Loyal
2885,19,2,26857.7,5,3,4,534,Potential Loyalist
2887,83,1,6425.6,3,2,2,322,Others
2888,104,1,2166.3,2,2,1,221,At Risk
2891,43,2,74880.15,4,3,4,434,Potential Loyalist
2892,160,1,2122.3,1,2,1,121,At Risk
2894,44,1,48179.2,4,2,4,424,Potential Loyalist
2896,24,1,12282.3,4,2,3,423,Potential Loyalist
2897,56,3,14083.15,3,4,3,343,Loyal
2901,6,8,40527.55,5,5,4,554,Champions
2902,83,1,2665.8,3,2,1,321,Others
2903,90,2,23661.6,2,3,4,234,At Risk
2904,56,4,121740.0,3,5,5,355,Loyal
2905,71,3,156887.3,3,4,5,345,Loyal
2906,107,1,825.6,2,2,1,221,At Risk
2907,47,1,1368.0,4,2,1,421,Potential Loyalist
2908,103,3,22786.35,2,4,3,243,Loyal
2909,25,3,208044.44999999998,4,4,5,445,Loyal
2910,13,3,23358.2,5,4,4,544,Loyal
2911,153,2,6787.400000000001,1,3,2,132,At Risk
2912,45,1,6670.8,4,2,2,422,Potential Loyalist
2914,159,1,2997.0,1,2,1,121,At Risk
2919,46,7,86797.65,4,5,5,455,Loyal
2920,69,1,14893.0,3,2,3,323,Others
2922,81,2,11398.150000000001,3,3,3,333,Others
2923,17,3,48790.8,5,4,4,544,Loyal
2927,131,3,88149.2,1,4,5,145,Loyal
2928,82,5,62930.74999999999,3,5,4,354,Loyal
2930,26,3,48622.6,4,4,4,444,Loyal
2931,58,2,9125.6,3,3,2,332,Others
2932,155,1,4925.0,1,2,2,122,At Risk
2933,31,1,895.0,4,2,1,421,Potential Loyalist
2934,85,2,10164.6,3,3,3,333,Others
2936,12,3,6433.0,5,4,2,542,Loyal
2941,103,1,2281.4,2,2,1,221,At Risk
2942,129,1,150568.0,1,2,5,125,At Risk
2943,151,1,10247.6,1,2,3,123,At Risk
2945,141,2,13034.0,1,3,3,133,At Risk
2946,167,1,12096.0,1,2,3,123,At Risk
2947,46,3,14103.0,4,4,3,443,Loyal
2948,79,2,4719.15,3,3,2,332,Others
2950,102,4,25678.800000000003,2,5,4,254,Loyal
2951,44,4,53616.149999999994,4,5,4,454,Loyal
2952,91,1,35194.65,2,2,4,224,At Risk
2954,81,2,10737.0,3,3,3,333,Others
2955,57,2,39281.299999999996,3,3,4,334,Others
2956,174,1,7443.0,1,2,2,122,At Risk
2957,23,2,35071.0,4,3,4,434,Potential Loyalist
2959,103,4,103658.05,2,5,5,255,Loyal
2960,57,2,2990.9,3,3,1,331,Others
2963,102,2,4780.4,2,3,2,232,At Risk
2964,64,2,10953.2,3,3,3,333,Others
2965,13,7,238132.1,5,5,5,555,Champions
2966,171,1,2865.2,1,2,1,121,At Risk
2967,11,2,37175.2,5,3,4,534,Potential Loyalist
2968,27,9,155623.25,4,5,5,455,Loyal
2969,65,4,30994.05,3,5,4,354,Loyal
2970,4,7,126645.40000000001,5,5,5,555,Champions
2972,105,1,50293.0,2,2,4,224,At Risk
2975,33,4,96300.59999999999,4,5,5,455,Loyal
2976,87,1,206479.65,2,2,5,225,At Risk
2979,90,1,962.4,2,2,1,221,At Risk
2981,157,1,81130.0,1,2,5,125,At Risk
2982,19,4,120666.15,5,5,5,555,Champions
2983,93,2,5997.700000000001,2,3,2,232,At Risk
2985,91,2,115340.1,2,3,5,235,At Risk
2987,76,2,10513.8,3,3,3,333,Others
2988,37,1,6640.0,4,2,2,422,Potential Loyalist
2989,95,1,85860.0,2,2,5,225,At Risk
2991,79,1,88264.0,3,2,5,325,Others
2993,10,2,65550.6,5,3,4,534,Potential Loyalist
2995,106,1,5728.8,2,2,2,222,At Risk
2996,74,3,58520.65,3,4,4,344,Loyal
2997,17,6,94886.15,5,5,5,555,Champions
3000,105,3,325711.80000000005,2,4,5,245,Loyal
3001,51,6,162565.75,3,5,5,355,Loyal
3004,102,2,29814.85,2,3,4,234,At Risk
3005,98,1,1400.0,2,2,1,221,At Risk
3006,40,1,989.4,4,2,1,421,Potential Loyalist
3008,103,2,122103.9,2,3,5,235,At Risk
3009,18,3,311696.4,5,4,5,545,Champions
3010,23,1,80839.2,4,2,5,425,Potential Loyalist
3011,74,2,8355.45,3,3,2,332,Others
3012,12,2,9661.6,5,3,2,532,Potential Loyalist
3013,142,1,75099.0,1,2,4,124,At Risk
3015,106,2,16909.2,2,3,3,233,At Risk
3017,3,6,207090.8,5,5,5,555,Champions
3021,38,4,57908.25,4,5,4,454,Loyal
3022,108,1,2673.6,1,2,1,121,At Risk
3024,92,2,23882.2,2,3,4,234,At Risk
3025,138,1,7711.2,1,2,2,122,At Risk
3026,57,2,13219.2,3,3,3,333,Others
3028,53,2,15040.2,3,3,3,333,Others
3029,111,2,3204.8,1,3,1,131,At Risk
3030,48,6,24365.2,4,5,4,454,Loyal
3031,99,1,22130.4,2,2,3,223,At Risk
3032,48,2,12523.6,4,3,3,433,Potential Loyalist
3033,12,1,2821.5,5,2,1,521,Potential Loyalist
3034,138,1,3727.2,1,2,2,122,At Risk
3035,104,1,440.8,2,2,1,221,At Risk
3037,176,1,3955.2,1,2,2,122,At Risk
3039,20,2,18486.6,5,3,3,533,Potential Loyalist
3040,74,4,9003.3,3,5,2,352,Loyal
3041,14,4,248742.0,5,5,5,555,Champions
3042,45,2,33993.85,4,3,4,434,Potential Loyalist
3043,17,2,39883.35,5,3,4,534,Potential Loyalist
3044,99,5,7715.65,2,5,2,252,Loyal
3045,105,2,391188.3,2,3,5,235,At Risk
3048,1,1,1694.0,5,2,1,521,Potential Loyalist
3049,104,3,69482.8,2,4,4,244,Loyal
3051,106,2,17362.5,2,3,3,233,At Risk
3052,41,2,158897.0,4,3,5,435,Potential Loyalist
3053,6,3,55474.5,5,4,4,544,Loyal
3055,31,2,84926.1,4,3,5,435,Potential Loyalist
3056,168,1,2801.0,1,2,1,121,At Risk
3058,44,1,1299.6,4,2,1,421,Potential Loyalist
3059,17,1,5841.6,5,2,2,522,Potential Loyalist
3060,51,2,136910.35,3,3,5,335,Others
3062,75,3,121015.95,3,4,5,345,Loyal
3063,2,2,4588.35,5,3,2,532,Potential Loyalist
3065,38,7,66960.05,4,5,4,454,Loyal
3066,107,2,7758.8,2,3,2,232,At Risk
3067,70,3,47257.75,3,4,4,344,Loyal
3069,32,2,81614.7,4,3,5,435,Potential Loyalist
3070,32,3,14859.099999999999,4,4,3,443,Loyal
3071,9,5,25390.55,5,5,4,554,Champions
3072,63,1,48288.5,3,2,4,324,Others
3073,7,1,1972.8,5,2,1,521,Potential Loyalist
3074,29,1,3648.0,4,2,1,421,Potential Loyalist
3076,3,4,26421.6,5,5,4,554,Champions
3077,102,2,13079.8,2,3,3,233,At Risk
3078,36,3,25854.4,4,4,4,444,Loyal
3079,11,1,2549.15,5,2,1,521,Potential Loyalist
3080,171,1,4651.0,1,2,2,122,At Risk
3081,81,2,70424.0,3,3,4,334,Others
3085,38,1,1096.0,4,2,1,421,Potential Loyalist
3088,160,1,11480.1,1,2,3,123,At Risk
3089,2,3,14554.6,5,4,3,543,Loyal
3091,107,1,25601.4,2,2,4,224,At Risk
3093,47,4,56713.6,4,5,4,454,Loyal
3095,42,4,205881.5,4,5,5,455,Loyal
3096,20,4,131685.8,5,5,5,555,Champions
3098,49,2,92960.4,4,3,5,435,Potential Loyalist
3099,12,8,387687.7,5,5,5,555,Champions
3100,9,4,229255.6,5,5,5,555,Champions
3104,52,2,6776.0,3,3,2,332,Others
3105,23,1,12581.7,4,2,3,423,Potential Loyalist
3106,103,1,11301.6,2,2,3,223,At Risk
3107,5,4,104519.1,5,5,5,555,Champions
3108,104,2,222941.5,2,3,5,235,At Risk
3109,92,1,1721.4,2,2,1,221,At Risk
3111,104,1,827.1,2,2,1,221,At Risk
3112,95,2,50224.549999999996,2,3,4,234,At Risk
3113,111,1,4981.0,1,2,2,122,At Risk
3115,103,1,2813.9,2,2,1,221,At Risk
3116,91,7,47452.95,2,5,4,254,Loyal
3117,16,3,17546.65,5,4,3,543,Loyal
3118,164,1,4936.8,1,2,2,122,At Risk
3119,125,1,17039.7,1,2,3,123,At Risk
3120,144,1,1033.6,1,2,1,121,At Risk
3121,124,1,1451.0,1,2,1,121,At Risk
3123,52,1,8990.45,3,2,2,322,Others
3124,159,1,3132.15,1,2,1,121,At Risk
3126,107,1,56727.2,2,2,4,224,At Risk
3127,33,1,1240.2,4,2,1,421,Potential Loyalist
3128,46,3,7348.4,4,4,2,442,Loyal
3129,22,2,3958.65,5,3,2,532,Potential Loyalist
3130,122,1,5108.15,1,2,2,122,At Risk
3131,24,7,32418.0,4,5,4,454,Loyal
3132,54,5,41689.4,3,5,4,354,Loyal
3133,47,1,5066.35,4,2,2,422,Potential Loyalist
3135,29,1,24084.0,4,2,4,424,Potential Loyalist
3137,98,1,10272.0,2,2,3,223,At Risk
3138,104,2,20089.7,2,3,3,233,At Risk
3140,102,3,45767.25,2,4,4,244,Loyal
3141,4,4,253505.0,5,5,5,555,Champions
3142,103,1,65561.6,2,2,4,224,At Risk
3144,36,2,17565.6,4,3,3,433,Potential Loyalist
3145,16,4,167274.65,5,5,5,555,Champions
3146,105,1,1261.4,2,2,1,221,At Risk
3148,138,1,303.0,1,2,1,121,At Risk
3150,63,1,675.45,3,2,1,321,Others
3151,106,1,1450.0,2,2,1,221,At Risk
3153,102,1,7911.0,2,2,2,222,At Risk
3154,168,1,3559.8,1,2,1,121,At Risk
3155,52,2,6878.75,3,3,2,332,Others
3156,6,9,46491.950000000004,5,5,4,554,Champions
3158,42,3,126680.9,4,4,5,445,Loyal
3159,106,5,19073.95,2,5,3,253,Loyal
3160,5,2,5289.6,5,3,2,532,Potential Loyalist
3161,91,1,3653.7,2,2,1,221,At Risk
3162,57,4,45253.25,3,5,4,354,Loyal
3165,60,2,14460.8,3,3,3,333,Others
3166,90,1,674.1,2,2,1,221,At Risk
3167,103,2,6641.1,2,3,2,232,At Risk
3168,103,2,15208.0,2,3,3,233,At Risk
3171,143,1,305.0,1,2,1,121,At Risk
3172,35,4,111762.65000000001,4,5,5,455,Loyal
3174,150,2,202596.9,1,3,5,135,At Risk
3175,3,5,66193.65,5,5,4,554,Champions
3177,14,8,101881.5,5,5,5,555,Champions
3178,1,6,55419.200000000004,5,5,4,554,Champions
3179,113,2,80338.65,1,3,5,135,At Risk
3180,105,2,4240.35,2,3,2,232,At Risk
3181,162,1,4779.2,1,2,2,122,At Risk
3183,160,1,1651.2,1,2,1,121,At Risk
3184,90,4,10275.4,2,5,3,253,Loyal
3185,2,5,18130.4,5,5,3,553,Loyal
3186,105,2,5479.25,2,3,2,232,At Risk
3187,168,1,17039.7,1,2,3,123,At Risk
3188,121,1,1350.0,1,2,1,121,At Risk
3190,3,4,56942.2,5,5,4,554,Champions
3193,70,2,4474.25,3,3,2,332,Others
3196,171,1,18238.0,1,2,3,123,At Risk
3197,96,2,24264.8,2,3,4,234,At Risk
3203,149,2,82257.4,1,3,5,135,At Risk
3204,124,1,1269.0,1,2,1,121,At Risk
3205,15,6,130000.85,5,5,5,555,Champions
3206,66,1,163096.95,3,2,5,325,Others
